target_id	name
Q4982163	Wólka Nosowska
Q175907	Adam Clayton
Q764379	Mix of Life
Q675303	Johnston Creek
Q781830	Paradise Lost
Q6958766	Nagendra Prasad
Q83222759	Teresia and Rafael Lönnström Foundation art collection
Q733498	Fist of the North Star
Q266341	Orange Egypt
Q4027183	Sypniewo, Kuyavian-Pomeranian Voivodeship
Q94355	Cars 2
Q928019	Kill Bill Volume 2
Q4870110	Battle Scars
Q18786473	Pete's Dragon
Q207338	string quartet
Q57004	Zyphe
Q6271619	Jon St. James
Q244689	Lal Bahadur Shastri
Q1355478	Kimobetsu
Q932332	Foula
Q4040	Aragon
Q577752	Kamen Rider Series
Q93351	Vichy
Q2945045	centre d'apprentissage
Q55942388	The National Network
Q342788	Bruce Greenwood
Q296370	David Morse
Q490410	Ha Jung-woo
Q7716399	The Bell Sisters
Q7643041	Superbi
Q30100434	Zespół dworski
Q202539	brig
Q1502633	Tongass National Forest
Q315123	Peter Boyle
Q253918	melodic death metal
Q54957803	Chongqing Center for Superconductive Science and Technology
Q1873245	Kamieniec, Warmian-Masurian Voivodeship
Q466258	Walter Pach
Q19775	Potters Bar
Q129259	Niš
Q53661616	joubert syndrome 30
Q6381976	Kaźmierzów
Q654502	Société par actions simplifiée
Q2878874	Baetora
Q2591036	Czerwięcice
Q52954	keyboard instrument
Q983431	Matthew Reilly
Q21203344	Shut Up and Fish
Q4373596	Voronovskoye Settlement
Q84416782	Maritime exploration of Australia
Q3007055	Wax
Q20025184	jǐng
Q503289	Michael O'Hare
Q30136610	Zespół pałacowy
Q310894	Bobby McFerrin
Q3138713	Hiw
Q7848980	Trzebin, Wałcz County
Q11679645	Action This Day
Q8072947	Ziółkowo
Q28598	cultural anthropology
Q68815427	Eddleston
Q22299056	leg disc proximal/distal pattern formation
Q392883	Agency for the Cooperation of Energy Regulators
Q7559388	Some Fantastic Place
Q343633	Burgess Meredith
Q4165484	Lymphoproliferative disorders
Q1972098	hydrometeor
Q17376102	Serenityverse
Q129211	cage
Q67157	Moutier
Q3485304	Sirsy
Q56192108	heraldic motif
Q15956720	Milka Balek-Brodská
Q92986	David S. Miller
Q867143	Roman temple
Q59220773	Peter Gabriel's albums in chronological order
Q721633	György Kepes
Q16157627	The Amanda Public Choice Award
Q610140	esoteric programming language
Q7203372	Playin' Around
Q6482278	Category:Deaths in Beijing
Q200126	18th arrondissement of Paris
Q24772370	DNA-directed DNA polymerase, family B, exonuclease domain
Q208440	chess piece
Q45811925	Simon Szabó
Q462589	Troitsky Administrative Okrug
Q38967	Herding dog
Q538508	Donald E. Westlake
Q203568	Mount Aragats
Q17284874	Qau
Q7886981	Association of Southeast Asian Nations Regional Forum
Q202304	Jason Segel
Q1766423	Pożarowo
Q42309781	Kyle Welton
Q18760388	retail building
Q836743	Richard Tuttle
Q214248	Benguela
Q8028492	Witoszów Górny
Q8205328	artificial physical object
Q3219902	Lawrence Huntington
Q484776	Audrain County
Q10858397	WikiProject European Union
Q1102391	Novastar
Q17308821	Frans Boels
Q483394	genre
Q349057	Martin Birch
Q72832052	Bår
Q16644	Northern Mariana Islands
Q1173515	power function
Q1647937	Tom Wright
Q23435672	Cell division topological specificity factor MinE VC1961
Q673606	Vénérolles
Q2967318	Alien vs. Predator
Q7037483	Category:Bows (archery)
Q3913844	Jawi dialect
Q10858414	1898 FA Cup Final
Q495147	Lewis County
Q366563	Dick Clark
Q894231	bristle
Q658991	Ariel Caldarelli
Q31057	Norfolk Island
Q8601157	Category:Locomotives
Q878217	President of Vanuatu
Q29723053	hook
Q5590682	Grabiszyce Średnie
Q13917	Île-de-France
Q29964690	Zespół dworsko-parkowy
Q428148	regulation
Q1946176	Watch
Q69340939	Here Is the News
Q366066	John Flaxman
Q23009675	transfer
Q63683777	Women Writers in Review
Q33919	Kui
Q21114406	fatty acid elongation, polyunsaturated fatty acid
Q1166	Michigan
Q11781539	Minkowskie
Q72500	Reinhard Kolldehoff
Q7331028	Category:Boots
Q115737	Saturn Award for Best Action or Adventure Film
Q502896	John Norum
Q9161737	coordination center
Q18378202	Municipality of Harrison Park
Q81875	carnivore
Q24681278	James MacDonald
Q60227670	Marhaba Bazaar
Q10427485	Bayungu
Q30551581	Zespół pałacowy
Q47881191	Sams
Q20313256	Berlin Conclusion
Q169281	Robert Indiana
Q8082292	Catégorie:Naissance à la Barbade
Q2074339	Cavo
Q216569	Roy Scheider
Q159	Russia
Q29675802	cdc-48.1
Q1350310	administrative territorial entity of the Philippines
Q5160440	congenital hypoplastic anemia
Q18178	Jarnsaxa
Q3170712	Jean Bernard-Luc
Q6735599	Maii
Q106800	Academy Award for Best Animated Feature
Q920963	Graeme Revell
Q55842612	Category:Pittsburgh International Airport
Q56551311	LQ09
Q614630	Michael Chandler
Q30136142	Zespół dworski i folwarczny
Q200251	Kōchi
Q7585881	Sri Lakshmi Prasanna Pictures
Q15275777	Pannonhalma  District
Q3993091	Toni Ucci
Q3450252	Tetelcingo Nahuatl
Q1414708	Democratic Labour Party
Q948543	Prachya Pinkaew
Q358738	shuttle roller coaster
Q4954064	Brad Krevoy
Q12536	Abbasid Caliphate
Q956739	White Lantern Corps
Q3377	Eure-et-Loir
Q1971768	Walter F. Parkes
Q7281823	Radzanów, Świętokrzyskie Voivodeship
Q92440	Dan Dare
Q12952528	Buyuan Jinuo
Q5009826	LU domain
Q6566301	urban area in Nordic countries
Q64128009	Olympus
Q256	Turkish
Q83493046	China-CELAC Forum
Q40236	Manaus
Q30103376	Zespół pałacowy
Q10941604	em-dash
Q128257	cephalopod
Q31097239	Zespół dworski
Q215617	Sleeping Beauty
Q1426767	Ocean Steam Navigation Company
Q11427113	Saitama Prefectural Road and Tokyo Metropolitan Road Route 40
Q7913343	Category:Roads
Q28020127	fictional humanoid
Q49162978	Sightings
Q825411	Bernhard Keller
Q3257566	Lo-Toga
Q488481	Caribou County
Q271526	Vilma Bánky
Q967126	Oliver Stapleton
Q29054729	Категория:Ветеринары по алфавиту
Q14859557	phototransduction
Q62114769	Fremde Heimat
Q3144750	Hélène Dieudonné
Q14908193	POU domain, class 1, transcription factor 1
Q21572908	electronic publication
Q4649817	AACTA Award for Best Original Music Score
Q1145276	fictional country
Q7082960	Olaf Hytten
Q55187477	Chcete být milonářem?
Q2468047	Mokrzyca Mała
Q5355404	Flinders
Q310715	Henri Fantin-Latour
Q3344226	Northern Sierra Miwok
Q1935974	cityscape
Q14878290	ACP3
Q5210479	Dale Hickey
Q756600	garland
Q302	Jesus Christ
Q4947033	Borów, Trzebnica County
Q50386615	Where is the Wood
Q11060274	print
Q47488354	Miss Hammurabi
Q1683459	jardins du Trocadéro
Q20011239	Paola Lattus
Q60529010	The Furious Five
Q3649124	Cabal
Q5093374	Chest
Q2362994	The New Batman Adventures
Q25562736	Yucuañe Mixtec
Q22275767	guanosine tetraphosphate biosynthetic process
Q3495692	Sail Away
Q5203615	dioxygen
Q238095	4AD
Q1163254	Daniel Zillmann
Q18954454	Mary Green
Q1757382	integral membrane protein
Q711731	Arthur Treacher
Q12088038	Valentyn Vasyanovych
Q2891023	Gesher
Q1343000	James Faulkner
Q941559	Low
Q602884	social phenomenon
Q16201713	Haly's Circus
Q3367709	Pascale Rocard
Q10269526	EMI Music Australia
Q629244	Vivid Entertainment
Q1158326	Kaiser
Q21102946	Vibrio fischeri ES114
Q5133634	Climax
Q320007	Puławy
Q24770679	Parallel beta-helix repeat
Q873677	Winter & Winter
Q8356746	Category:Charleston Battery
Q8976261	Category:Horn, Lower Austria
Q29773409	caspa
Q856841	Manhattan
Q16479547	Benwell
Q14934925	Murchison
Q15142889	weapon family
Q940995	Michael Convertino
Q65388323	Exile
Q14358833	lipid binding
Q29974675	Zespół pałacowy
Q5174137	cosmic entity
Q2926023	Bromst
Q1938731	Original Sin
Q16869986	Foot
Q25391	dune
Q400094	Otto Knows
Q165	sea
Q22236410	Yves Velter
Q3928266	RF64
Q21114412	Fibulin 5
Q33046615	Zespół folwarczny Edwardowo
Q1985121	1992 Tournament of the Americas
Q179899	topological space
Q6463596	La Mafia
Q1282	Lazio
Q1049271	Liar
Q17211811	Niji o Matsu Hito
Q61061146	Morten Hee Andersen
Q3811234	Jun Hamamura
Q211756	dance-pop
Q16510064	sporting event
Q29667575	smf-1
Q70662	Richard Eichberg
Q925269	Mortal Kombat 4
Q36279	biography
Q1746907	Vladimir Weigl
Q4427572	Soldier
Q512187	federal republic
Q284641	Timon of Athens
Q47484815	RFC 4503: A Description of the Rabbit Stream Cipher Algorithm
Q499649	Nat Adderley
Q3014206	The New Adventures of Old Christine, season 2
Q47146	user interface
Q1410828	Category:Germany
Q29152172	Peter Siragusa
Q685753	German Federal Archives
Q468760	John Chamberlain
Q1773	Riga
Q762392	Steve Jackson Games
Q17113547	Married... with Children, season 1
Q470834	Anthony E. Zuiker
Q15015174	Revolution, season 2
Q157284	8241 Agrius
Q4545466	.paris
Q11461713	Izumi Kobayashi
Q3214940	hops
Q7426578	Saturate
Q3589201	Elementary, season 1
Q3420519	Ray Gilbert
Q55716342	fictional bee
Q5574705	Go Away
Q14828790	Alpha Quadrant
Q11229252	LIVE for LIFE 〜狼たちの夜〜
Q55640	primary sector of the economy
Q4839801	backup software
Q107069	Chris O'Donnell
Q1443641	Marina de Van
Q23672645	Hans Broek
Q25559715	San Francisco del Mar Huave
Q17091	Kallichore
Q65557291	рудник
Q62681	Elisabeth Röhm
Q12374032	Riina Hein
Q76632	Theodor Fontane
Q33403973	Zespół dworski
Q3097594	Independent Subway System
Q9564468	Category:Date, Hokkaido
Q3998712	Trick Me
Q6821581	Category:Veterinarians
Q33426741	Zespół dworski
Q28872287	Toshiba THGBMHG8C2LBAIL 32 GB eMMC NAND Flash IC
Q922379	Critics' Choice Movie Award for Best Original and Adapted Screenplay
Q360982	field recording
Q19954948	Wonder.land
Q16481997	municipio XIII
Q501804	McDowell County
Q8143	1932 Summer Olympics
Q10041	Soest
Q937232	James Lipton
Q731639	The Plum
Q6701024	Kategorie:Geographie (Römisches Reich)
Q60676559	Rocket 150
Q14405878	Justin Václav Prášek
Q190252	Eastern European Time
Q2104718	Second Avenue Subway
Q75017	Josef Bierbichler
Q26897776	Production of sugar and bakery industry
Q701632	municipal council
Q19741826	NVIDIA Tegra X1
Q3369242	Patrick Bethune
Q7590	transport
Q1930918	U.S. Gold
Q59588025	Interred
Q1611408	Hermann Harry Schmitz
Q483810	The Cranberries
Q68576014	INLT
Q31804899	Zespół pałacowo-folwarczny
Q3881402	Oko Town
Q1185133	Seneca
Q18764153	Tandis Jenhudson
Q28406843	bitbird
Q3074	traffic code
Q388535	Netaji Subhas Chandra Bose International Airport
Q55442110	Ängeluin
Q3081318	Francis Borelli
Q24372426	Tgfb1
Q327600	Jack Wouterse
Q240804	Mute Records
Q3555714	Vera Orlova
Q7225124	administrative territorial entity of Wisconsin
Q17038756	Nightbirds
Q3037163	Dorothy Cumming
Q3991185	Ticking
Q24192067	wheelchair accessible
Q189600	The Matrix Reloaded
Q19730945	Plasmodium reichenowi
Q1914109	Maximilian Vollmar
Q24383910	Spen
Q1678111	Jacques Spiesser
Q5570356	Global Guardians
Q1459852	Wim
Q312081	Gary Busey
Q977704	Peter Honess
Q7768229	The Technical Cooperation Program
Q7814299	Tolko
Q6444517	Kungardutyi
Q29691451	pole-1
Q30037356	Zespół dworski
Q199853	Gossip Girl
Q30051975	Zespół willowy
Q26676	Harris County
Q388744	Guillaume Gallienne
Q28260	Lincoln
Q66459068	middling
Q6023868	Kirmanjki
Q31722921	Yawijibaya
Q2375632	Synapse films
Q10867816	Shanqhae
Q2483725	Targowiska
Q355567	royal or noble rank
Q18921974	Lauren Jauregui Cabello
Q2880043	Bajdyty
Q9395054	Łącko, Kuyavian-Pomeranian Voivodeship
Q28148022	Normani
Q1454597	masonic lodge
Q6949446	Myślątkowo
Q5615807	Category:Cats
Q43274	Charles, Prince of Wales
Q5998567	Danny
Q20856087	NRHP district
Q59081059	Water-level fluctuations of Lake Tanganyika in phase with oceanic changes during the last glaciation and deglaciation
Q723331	Stanisław Mikulski
Q295859	Anzac Day
Q24369296	Pik3ip1
Q7574076	spatial network
Q599249	Bernard Blier
Q1072969	Chill Wills
Q30096807	Zespół dworski (Muzeum Wnętrz Dworskich)
Q6454358	Kątki, Lower Silesian Voivodeship
Q2607655	Pieter Hofstra
Q59771430	forestry
Q265252	Buckethead
Q327574	Bruce Payne
Q5046850	Cars
Q5448026	figure painting
Q5956887	Mohsen Tanabandeh
Q12952883	Eastern Muria
Q4037189	Delphi
Q2397030	block and tackle
Q939079	Jon Avnet
Q2001623	Voulez-Vous
Q995600	popular science
Q23894897	Wellenflug
Q2360255	Eve-Olution
Q1516929	postal history
Q1217661	Broadhembury
Q64686643	BUMA/STEMRA title catalog
Q5898350	Hooper Atchley
Q2576206	East West Records
Q12602983	Song Jae-ho
Q10549849	Kuku-Muminh
Q23675352	Brenda Wehle
Q350714	Fred Ward
Q1446528	Richard Shepard
Q14860079	Shh
Q24394318	Slc35g1
Q17219105	Hats Unlimited
Q35874	humor
Q427703	Free State of Schaumburg-Lippe
Q29566176	Danio rerio chromosome 15
Q917861	Flogging Molly
Q5023908	CAST
Q46255	geophysics
Q42322856	From A Room: Volume 2
Q442984	Miho Fukuhara
Q4373600	Vnukovskoye Settlement
Q453839	Paul Strand
Q12295886	Sŭyuz na lovtsite i ribolovtsite v Bŭlgariya
Q14579	Linux kernel
Q63340714	Bokha language
Q1755054	Thompson
Q3368732	Pathé Distribution
Q27891374	Simonen
Q484421	Apocalyptica
Q3048480	Edward Chapman
Q260011	Geraldine Brooks
Q777597	Mother Love Bone
Q5970542	Shaan-Gan-Ning Border Region
Q3837720	Love
Q672235	Arkadia, Łowicz County
Q14817984	protein kinase binding
Q2360683	Mus
Q327657	rheumatology
Q95002	William Holden
Q7485165	Category:Cannabis
Q181508	extraterrestrial life
Q1499339	Sevenoaks
Q48420	gnosticism
Q24372785	Prkn
Q431488	Siege of Breda of 1624–25
Q2543727	Wytowno
Q2435	March 22
Q483815	Shrek
Q5355238	Clarence
Q41549	Arms of Canada
Q2311958	canton
Q44315	hide
Q2604068	Bar Municipality
Q7121139	PVR Pictures
Q5286914	Dobrzelów
Q591712	Marguerite Nichols
Q389948	Silver Meteor
Q33506435	Zespół dworski
Q3808138	Jessica Dublin
Q9286411	IND Culver Line
Q764140	Smaszew
Q16883681	Spike
Q95074	fictional character
Q641451	Razorblade Suitcase
Q386426	natural heritage
Q2368493	Gayton
Q13002315	legendary figure
Q7415719	Sanctuary Woods
Q4419943	Sheridan Street
Q127530	Miami International Airport
Q7511556	Sierra Popoluca
Q29722488	pie
Q183304	Troilus and Cressida
Q56887761	For ages 15 and up
Q11525822	Tokyo Metropolitan Road Route 461
Q235	Monaco
Q470040	Sammy Cahn
Q7253589	Przybówka
Q7380963	Ruskin Spear
Q19424483	Curso de Mitología
Q26720107	subject of a right
Q21775831	Nobody to Blame
Q21105205	endosome to melanosome transport
Q4717006	Alex Fong
Q9097789	South Zone of São Paulo
Q1093580	Han surname
Q11289715	Express
Q6875099	Misako Odani
Q8522700	Category:Horseshoes
Q1371627	Nadia Hilker
Q4663385	former railway station
Q37681	silk
Q654575	Karpniki
Q2832626	Aleksey Chadov
Q133356	Ukrainian Soviet Socialist Republic
Q21519190	Ephb1
Q504453	Groovy
Q25056132	Besieged
Q22828744	客佻
Q46119306	Harfst
Q33199	Austro-Asiatic languages
Q5254911	Evan
Q55873887	Les Feuilles d’automne
Q7699883	Tenjiku shogi
Q4103027	Vladimir Valutsky
Q3388532	Pilwa, Bartoszyce County
Q64214265	Wiki Loves Pride Art & Artists
Q622291	political thriller
Q1192719	The Bear
Q952319	Falęcin, Grójec County
Q5449149	Filmmovement.com
Q22237492	Carla Arocha
Q187156	travertine
Q9378232	Wróblewo, Szamotuły County
Q3439798	King of France and Navarre
Q1082380	culture of Turkey
Q19750869	John Fox
Q639197	instrumental music
Q278015	Bhavana
Q14906110	protein localization to adherens junction
Q53536	Federal Reserve System
Q42309783	Eric Trask
Q20888176	St Minver Lowlands
Q4800159	Arthur Rock
Q30907154	National Academy of Fine Arts (Argentina)
Q3011199	Żytno
Q736462	Le Lavandou
Q7022091	Ngarrindjeri language
Q5191689	Falejówka
Q2680696	Krasne, Masovian Voivodeship
Q23414309	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase BN117_2707
Q3196520	Kijima Amusement Park
Q3484398	Lam Ngai Kai
Q3573998	Yves Verhoeven
Q7862932	U-Turn
Q7034852	Nikesh Arora
Q83310	house mouse
Q37439766	Yann
Q25381748	horse leather
Q64221221	Hero
Q173136	Blender
Q55455079	La Harpe d’Armorique
Q735804	Ramzy Małe
Q355679	carboxamides
Q18536342	competitive player
Q159260	Santa Clara
Q20972698	Oliver Blake
Q64819635	Zbigniew Adamczyk
Q3283378	The Ballads: Love & B'z
Q224	Croatia
Q714133	Nicholas Braun
Q37565660	Khuong
Q22294406	dorsal appendage formation
Q25559456	Wuding-Luquan Yi
Q6171059	Category:Laboratories
Q614130	mad scientist
Q29633071	English Beauty
Q4304303	Մոսկվայի գավառ
Q84150448	Aleksandar Aleksiev
Q8053763	Yinwum
Q167859	Volyn Oblast
Q30513107	Zespół dworski, ob. dom dziecka
Q64728693	non-existent entity
Q33268148	Influence of the intertropical convergence zone on the East Asian monsoon.
Q1434131	fluid energy machine
Q5954223	Silvertone Records
Q2403076	Veronica Mars, season 1
Q2125610	cyclist
Q60607529	Τζόσυ
Q156300	Michael Kamen
Q9842	primary school
Q4337436	Siege of the International Legations
Q58146463	Elsa Underhill
Q8365676	Category:Death in Washington (state)
Q1639998	Warlpiri
Q329073	Chris Landreth
Q11829947	Przydatki
Q657143	Smallville, season 3
Q4882768	Believe
Q2827768	Aida Begić
Q7486468	Category:Lamb of God (band)
Q14907002	regulation of G2/M transition of mitotic cell cycle
Q725377	graphic novel
Q92749	Robert Cailliau
Q23662431	four-year, full-time, selective, higher transfer-in
Q598772	Charles D. Hall
Q212699	Geffen Records
Q2527534	Missing
Q18581761	Levi Miller
Q4904472	Bielice, Kutno County
Q73784	Hans Dominik
Q558878	Tenby
Q33134984	Zespół pałacowy
Q18253224	Prkar1a
Q2598859	Robert R. McCammon
Q72608	Big Star
Q208131	Shrek Forever After
Q18214	Suttungr
Q269	Tashkent
Q4440864	dimension
Q3454738	cat righting reflex
Q41798053	Kinesin motor domain superfamily
Q31075	Qalyubia Governorate
Q4570669	Tara McLean
Q385642	fighter-bomber
Q342665	Jeffrey Dean Morgan
Q531426	music of India
Q66867	Robert Schwentke
Q57871105	Three million years of monsoon variability over the northern Sahara
Q221989	deep web
Q3179139	Jimmy Vee
Q655234	Epiphany
Q54498	Casabona
Q5411741	Dollhouse, season 1
Q1145446	Human
Q750843	information processing
Q182014	Morris Hirshfield
Q323518	Olaf Fønss
Q41273	momentum
Q59956276	WikiProject Performing arts
Q983908	Przeworno
Q617240	stoner rock
Q14890108	glycosaminoglycan biosynthetic process
Q10277536	Estádio do Centro Esportivo João Vilela
Q966656	Bert Granet
Q104000	Lauren Bacall
Q16956212	The Wonderful Wizard of Oz
Q6537	Vicenza
Q48278	Medellín
Q11010149	Aka language
Q60376907	Glass
Q62289767	pathogen_EgG_scaffold_0008
Q491941	Bell County
Q3388544	Pima Bajo
Q2902750	Janco Dada Museum
Q5578308	Gola
Q919908	Siġġiewi
Q27104461	fictional insect
Q12730	Haute-Saône
Q5619931	Gurdjar
Q7962	American Shorthair
Q769446	Van Nuys
Q217037	Jerry Bruckheimer
Q8520735	Category:Hole, Norway
Q15699255	Tenino
Q6454925	Kłoda Górowska
Q16014700	Dictionary of National Biography, first supplement
Q243	Eiffel Tower
Q2426936	Louis Delhaize Group
Q1497375	ensemble
Q3132079	Henri Tisot
Q2456907	Trzebosz
Q15101420	Agents of S.H.I.E.L.D., season 1
Q11230	Windows Vista
Q23093787	periplasmic protein SF1483
Q4981728	Brzyskorzystewko
Q1914776	dimensional conformance
Q50930517	There Will Be Food
Q18245019	Conjugal
Q84365	Maria Schell
Q2010407	Tequesta
Q2262850	Michael Bacall
Q6549414	Limilngan
Q7535716	Skip Rimsza
Q5883456	Jim Jidhed
Q3030569	protective device
Q2669219	Guniyandi language
Q3157241	Jack Lambert
Q18536140	tandem jet trainer
Q26869644	monarch of Barbados
Q208713	Ixelles
Q16144339	cinema
Q33335339	Zespół pałacowy
Q30538336	TonB-dependent siderophore receptor protein STM2777
Q30007162	odorlessness
Q721134	San Diego Padres
Q5119571	Cielce
Q603265	Michal Leszczylowski
Q2748325	François Barois
Q56912666	Consumer reactions to the use of EU quality labels on food products: A review of the literature
Q445065	César Baldaccini
Q14175176	Hodder & Stoughton
Q14907376	positive regulation of bile acid biosynthetic process
Q42310421	Northwestern Nisu language
Q918531	Stephen H. Burum
Q2593821	World Through My Eyes
Q3594380	Żyrów
Q648995	algebraic variety
Q8841054	Bhatri language
Q171905	Jamie Foxx
Q391022	research vessel
Q320167	Raekwon
Q2034716	axon guidance
Q18164560	Tremor
Q237229	metacarpal bones
Q856234	academic library
Q21112377	single-stranded DNA 3'-5' exodeoxyribonuclease activity
Q7778	history of France
Q847017	sports club
Q50637	art history
Q4390044	Vladimir Rapoport
Q7451576	Seong Hyeon-ah
Q3915525	Tepecano
Q449602	Glenne Headly
Q6356996	Category:People from London
Q926742	Chadong
Q17306812	Salvator
Q324400	Dead Can Dance
Q1154797	Miyake
Q8028667	Witów, Łęczyca County
Q1514324	Rolls-Royce Falcon
Q695782	Garfield County
Q608486	Butterfly
Q3216358	Laila Pakalniņa
Q644144	Greensleeves Records
Q2935	calf
Q18618572	Otis Dozier
Q1517628	Misanthropy Records
Q24335044	Norse mythical entity
Q6268834	Johny Antony
Q7880	Toulouse
Q29976141	Zespół dworski
Q694873	Camouflage
Q14659	coat of arms
Q764546	Mikhail Zharov
Q1537972	Pieterskerk
Q15493742	Millard Sheets
Q27990	Inuvialuk language
Q489099	Lawrence County
Q2480675	Local Autonomy Act
Q3490794	Oklahoma Sooners
Q134830	prefix
Q3157537	Jacob Desvarieux
Q29718285	cyc
Q377961	George DiCenzo
Q18117069	Baldwin Lonsdale
Q21096448	Neutral sphingomyelinase activation associated factor
Q4649818	AACTA Award for Best Original Screenplay
Q25689694	आइस-क्रीम
Q7511237	Sieraków Śląski
Q21100636	toxin transport
Q14872998	beta-catenin binding
Q34826039	Northern hemisphere controls on tropical southeast African climate during the past 60,000 years.
Q55211	Mohsen Makhmalbaf
Q18301055	EPHB1
Q182742	ersguterjunge
Q312691	Steve Howe
Q1034075	Can't Hold Us Down
Q601922	Antonio Fargas
Q2943680	Cecil Chesterton
Q1897017	air battle
Q567905	Burig
Q1332315	Elliott Cresson Medal
Q14902498	water channel activity
Q3098633	Gary Walkow
Q1756454	art theft
Q135498	Genesis Award
Q8065634	Zamarte, Sępólno County
Q27454075	ship acquired
Q16518802	János Czipauer
Q302360	I Believe in You
Q11237565	Ordinary
Q81895	spoon
Q16744605	Miracle's Are Real
Q12842520	Məbud Məhərrəmov
Q21101858	histone methyltransferase activity (H3-K9 specific)
Q4978347	Bruce Taylor
Q29816018	Choline acetyltransferase Dmel_CG12345
Q939021	Colombian Liberal Party
Q30143095	Pokémon Ultra Sun and Ultra Moon
Q855451	administrative territorial entity of Poland
Q4729868	All Woman
Q66581836	Donal O'Kelly
Q271669	landform
Q1875148	Luggi Waldleitner
Q923346	Algerian Air Force
Q19043845	PALM
Q5968266	Re:Born
Q10549854	Kuku-Ugbanh
Q3010637	Northern Rivers
Q151290	Battle of Moscow
Q436704	Jack Cardiff
Q8081924	Ślubów, Lower Silesian Voivodeship
Q6567360	Rita Ora discography
Q3320743	title of honor
Q2720565	lemon
Q662106	Phil Leeds
Q5911439	Mohammad Ali Bashe Ahangar
Q5210809	Dalewice
Q16282621	Wilfred
Q8943339	Ian Chen
Q25691278	Uzvadd
Q966845	J Balvin
Q54836	Molly Sandén
Q8465878	Category:Forests
Q15221256	city of Wisconsin
Q2607653	Dogs in the Vineyard
Q671892	Barrow-in-Furness
Q7066706	Nowielin
Q14820890	response to peptide hormone
Q1516282	juvenile
Q873876	Ittoku Kishibe
Q6422660	Knives with Journalism
Q1201549	Detroit Institute of Arts
Q3634883	supernatural drama
Q188945	Olt County
Q70146372	Hughes TH
Q838534	Paraná Clube
Q446	wheel
Q47761559	Victor Popov
Q2939846	Carol Mansell
Q220645	Toše Proeski
Q79861	Michoacán
Q56455	Huehuetla Tepehua
Q5309828	Drzeczkowo
Q753891	San Miguel de Allende
Q116189	Bruno Todeschini
Q9818	Boekel
Q708506	David Banner
Q1470	M. C. Escher
Q21114102	Centrosomal protein 55
Q37836	Milwaukee
Q9518989	Category:Presses
Q663492	Eurocontrol
Q713402	Jean de Brébeuf
Q10526397	Horns socken
Q75761187	Scripps Institution of Oceanography Fleet
Q30097535	Zespół pałacowy
Q7777570	theatrical production
Q4927128	Stefan
Q23132061	cell division topological specificity factor MinE VC1961
Q30444261	side
Q22716	imperative mood
Q3349388	Odrzywołek
Q17153751	National Museum of World Cultures
Q6785541	Mastiff
Q1072810	Tabernacle Township
Q2792093	Tibet Area
Q41228	Southern Hemisphere
Q4019433	Where Did All the Love Go?
Q543563	Phillip Noyce
Q894627	Botanical Gazette
Q12657412	Jean
Q1660370	Thanassis Papakonstantinou
Q4828438	Avex Taiwan
Q616551	Olszyna
Q11525740	Tokyo Metropolitan Road Route 188
Q2163	UTC−10:00
Q7731060	The Drop
Q6906171	Montowo
Q45505537	Lu Kang
Q3423535	regio
Q9293927	Category:Swing music
Q1040910	Sahamongkol Film International
Q29688640	cas-2
Q4529	Veronica Mars
Q7685699	Tarczek
Q1072391	Plymouth Rock
Q21795303	Norris Johnson
Q18603649	influence
Q66556020	cavity of subdivision of principal body part
Q2814799	20th Television
Q620615	mobile app
Q186713	simple machine
Q313433	Héctor Elizondo
Q1005855	Lubień Kujawski
Q17229102	Shin Date
Q209135	East Ayrshire
Q34225	NetBSD
Q144060	Cray
Q3953096	fictional writer
Q4918	Mediterranean Sea
Q14819229	peroxisomal matrix
Q9682611	Category:Deaths in Africa
Q246209	Radotice
Q378404	C. Rajagopalachari
Q23261986	TonB-dependent outer membrane siderophore receptor protein STY2894
Q29730392	rtp
Q1654200	Melisa Sözen
Q11630875	Hideyuki Kakuno
Q7112798	outline of theatre
Q42511	H. G. Wells
Q2335539	AS/NZS 3112
Q83894246	Category:Amazon (ship, 1978)
Q16961	Upper Normandy
Q78189486	limited partnership
Q356389	Owen Arthur
Q93661	integrated library system
Q2184	Russian Soviet Federative Socialist Republic
Q182591	County Wicklow
Q337657	Mon–Khmer languages
Q21124079	tertiary granule membrane
Q2756484	Monogram Pictures
Q2432086	Animal of the Year
Q272877	Fernando Botero
Q2367484	Ivanovskoye District
Q267505	dying
Q1323533	Joseph Offenbach
Q5321222	Dłusko, Wałcz County
Q7288392	Ralte
Q7258412	Puebla
Q486095	Carter County
Q59179652	The Long Goodbye
Q3057146	Ernest Quost
Q21097158	SH3/SH2 adaptor activity
Q122173	Roman mythology
Q1012530	Saint-Georges-la-Pouge
Q1310	Arnhem
Q21102520	neuron spine
Q7293154	Ranjit Chowdhry
Q11525725	Tokyo Metropolitan Road Route 165
Q7975947	Waylon's Greatest Hits, Vol. 2
Q2144878	René Verzier
Q627514	JSE Limited
Q21107952	Steroidogenic acute regulatory protein
Q54824877	Der dunkle Plan
Q3816734	Allen Memorial Art Museum
Q968980	David Williamson
Q782912	Aviakor
Q19945036	établissement public territorial
Q209801	Himeji
Q192276	measure
Q1933567	New Values
Q4187276	Time to Say Goodbye
Q7623095	Streethawk: A Seduction
Q17622792	Blondel
Q6766988	Mark Canton
Q12645448	Yutanduchi Mixtec
